,city,attractionSite,description,image,Latitude,Longitude
128,Abha,Fatimah’s Museum of Aseeri Woman’s Heritage,Discover the art of Al-Qatt Al-Aseeri and its significance inspired by the local cultural identity of Abha.,https://www.visitsaudi.com/content/dam/saudi-tourism/media/abha-/fatima-museum-outdoor.jpg,18.228889,42.572778
129,Abha,Abha tourism: a cable car adventure,Abha’s cable cars promise a unique view of the beauty of the kingdom. ,https://www.visitsaudi.com/content/dam/saudi-tourism/media/abha-/cable-car-adventure-abha.jpg,18.223611,42.575833
130,Abha,Strolls in Abha,Discover Abha in one day!,https://www.visitsaudi.com/content/dam/saudi-tourism/media/abha-/dabbab-walkway.jpg,18.225,42.5725
131,Abha,Rijal Almaa village in Aseer,"Discover the hidden beauty of Rijal Almaa village, its unique history, location, architecture, and ruins.",https://www.visitsaudi.com/content/dam/articles/rijal-almaa-and-the-flower-men-of-asir/abha-rijal-almaa-hero.jpg,18.247222,42.568333
132,Abha,Historic District in Al Namas,"Detailed views of the Historic District of Al-Namas, the most beautiful destination for heritage lovers.",https://www.visitsaudi.com/content/dam/saudi-tourism/media/abha-/tharban-palace.jpg,18.247778,42.568889
133,Abha,Al-Salam Park,"Discover Al-Salam Park in Abha, and put it on your list of the important visits to an exceptional place!",https://www.visitsaudi.com/content/dam/saudi-tourism/media/abha-/al-salam-park-abha.jpg,18.231667,42.571667
134,Abha,Abha’s Damside Park,"One of the most beautiful, age-inclusive parks. Enjoy the beautiful and intimate environment in Abha’s Damside Park.",https://www.visitsaudi.com/content/dam/saudi-tourism/media/abha-/damside-park-abha.jpg,18.231944,42.573611
135,Abha,Alraqdi museum,Al-Raqidi Museum contains many of the Aseeri legacies. It displays traditional collectibles from Aseer region.,https://www.visitsaudi.com/content/dam/saudi-tourism/media/abha-/alraqdi-museum-abha.jpg,18.23,42.572222
136,Abha,Al-Mushait Palaces,Essential destination to discover one of the most important places of the Aseer region.,https://www.visitsaudi.com/content/dam/saudi-tourism/media/abha-/mushait-palaces.jpg,18.234167,42.575278
137,Abha,Al-Abo Sarrah Palaces,Learn about the Al-Abo Sarrah Palaces and their historic and tourist status in the region.,https://www.visitsaudi.com/content/dam/saudi-tourism/media/abha-/al-abu-sarrah-palaces.jpg,18.233333,42.574444
138,Abha,Abha Airport Park,The perfect place to spend family time immersed in entertainment and fun.,https://www.visitsaudi.com/content/dam/saudi-tourism/media/abha-/airport-park.jpg,18.230833,42.571111
139,Abha,Al-Masqi Park,Al-Masqi Park is one of the favorite places for visitors of Abha for long trips.,https://www.visitsaudi.com/content/dam/saudi-tourism/media/abha-/al-masqi-park.jpg,18.229167,42.5725
140,Abha,Bin hamsan heritage village,An architectural masterpiece and heritage landmark that reflects the amazing history of Aseer.,https://www.visitsaudi.com/content/dam/saudi-tourism/media/abha-/bin-hamsan-heritage.jpg,18.248889,42.566667
141,Abha,Tanomah Front Park,The amazement and magic of nature awaits you in Tanomah Front Park.,https://www.visitsaudi.com/content/dam/saudi-tourism/media/abha-/tanomah-front-abha.jpg,18.248889,42.566667
